1630163,LaMelo,Ball,LaMelo Ball,"Ball, LaMelo",L. Ball,lamelo-ball,2001-08-22 00:00:00,Illawarra,USA,Illawarra/USA,6-7,180,3.0,1,Guard,Active,N,1610612766,Hornets,CHA,hornets,Charlotte,lamelo_ball,2020.0,2023.0,N,Y,Y,2020,1,3,N
1629071,LiAngelo,Ball,LiAngelo Ball,"Ball, LiAngelo",L. Ball,liangelo-ball,1998-11-24 00:00:00,,USA,UCLA/USA,,,0.0,,,Inactive,N,0,,,,,liangelo_ball,,,Y,N,Y,2018,,,N
1628366,Lonzo,Ball,Lonzo Ball,"Ball, Lonzo",L. Ball,lonzo-ball,1997-10-27 00:00:00,UCLA,USA,UCLA/USA,6-6,190,5.0,2,Guard,Active,N,1610612741,Bulls,CHI,bulls,Chicago,lonzo_ball,2017.0,2023.0,N,Y,Y,2017,1,2,N
76091,Greg,Ballard,Greg Ballard,"Ballard, Greg",G. Ballard,greg-ballard,1955-01-29 00:00:00,Oregon,USA,Oregon/USA,6-7,215,11.0,42,Forward,Inactive,N,1610612764,Bullets,WAS,wizards,Washington,HISTADD_greg_ballard,1977.0,1988.0,N,Y,Y,1977,1,4,N
76092,Herschel,Baltimore,Herschel Baltimore,"Baltimore, Herschel",H. Baltimore,herschel-baltimore,1921-06-21 00:00:00,Penn State,USA,Penn State/USA,6-4,195,1.0,,Forward,Inactive,N,1610610034,Bombers,BOM,bombers,St. Louis,HISTADD_herk_baltimore,1946.0,1946.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1631094,Paolo,Banchero,Paolo Banchero,"Banchero, Paolo",P. Banchero,paolo-banchero,2002-11-12 00:00:00,Duke,USA,Duke/USA,6-10,250,1.0,5,Forward,Active,N,1610612753,Magic,ORL,magic,Orlando,paolo_banchero,2022.0,2023.0,N,Y,Y,2022,1,1,N
1630217,Desmond,Bane,Desmond Bane,"Bane, Desmond",D. Bane,desmond-bane,1998-06-25 00:00:00,TCU,USA,TCU/USA,6-5,215,3.0,22,Guard,Active,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,desmond_bane,2020.0,2023.0,N,Y,Y,2020,1,30,N
76093,Gene,Banks,Gene Banks,"Banks, Gene",G. Banks,gene-banks,1959-05-15 00:00:00,Duke,USA,Duke/USA,6-7,215,6.0,20,Forward,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,HISTADD_gene_banks,1981.0,1986.0,N,Y,Y,1981,2,28,N
2556,Marcus,Banks,Marcus Banks,"Banks, Marcus",M. Banks,marcus-banks,1981-11-19 00:00:00,UNLV,USA,UNLV/USA,6-2,205,9.0,15,Guard,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,marcus_banks,2003.0,2010.0,Y,Y,Y,2003,1,13,N
76094,Ken,Bannister,Ken Bannister,"Bannister, Ken",K. Bannister,ken-bannister,1960-04-01 00:00:00,St. Augustine's,USA,St. Augustine's/USA,6-9,235,5.0,51,Forward,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_ken_bannister,1984.0,1990.0,N,Y,Y,1984,7,156,N
76095,Mike,Bantom,Mike Bantom,"Bantom, Mike",M. Bantom,mike-bantom,1951-12-03 00:00:00,St. Joseph's (PA),USA,St. Joseph's (PA)/USA,6-9,200,9.0,42,Forward,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,HISTADD_mike_bantom,1973.0,1981.0,N,Y,Y,1973,1,8,N
1630625,Dalano,Banton,Dalano Banton,"Banton, Dalano",D. Banton,dalano-banton,1999-11-07 00:00:00,Nebraska,Canada,Nebraska/Canada,6-7,204,2.0,45,Forward,Active,N,1610612761,Raptors,TOR,raptors,Toronto,dalano_banton,2021.0,2023.0,Y,Y,Y,2021,2,46,N
1627760,Cat,Barber,Cat Barber,"Barber, Cat",C. Barber,cat-barber,1994-07-25 00:00:00,North Carolina State,USA,North Carolina State/USA,6-1,173,1.0,,Guard,Inactive,N,0,,,,,cat_barber,2021.0,2021.0,Y,Y,Y,2016,,,N
76096,John,Barber,John Barber,"Barber, John",J. Barber,john-barber,1927-06-27 00:00:00,California State-Los Angeles,USA,California State-Los Angeles/USA,6-6,210,1.0,25,Forward,Inactive,N,1610612737,Hawks,STL,hawks,St. Louis,HISTADD_john_barber,1956.0,1956.0,N,Y,Y,1956,,,N
76097,Stephen,Bardo,Stephen Bardo,"Bardo, Stephen",S. Bardo,stephen-bardo,1968-04-05 00:00:00,Illinois,USA,Illinois/USA,6-5,190,3.0,25,Guard,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,HISTADD_stephen_bardo,1991.0,1995.0,N,Y,Y,1990,2,41,N
200826,J.J.,Barea,J.J. Barea,"Barea, J.J.",J. Barea,jj-barea,1984-06-26 00:00:00,Northeastern,Puerto Rico,Northeastern/Puerto Rico,5-10,180,15.0,5,Guard,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,j.j._barea,2006.0,2019.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
76098,Cliff,Barker,Cliff Barker,"Barker, Cliff",C. Barker,cliff-barker,1921-01-15 00:00:00,Kentucky,USA,Kentucky/USA,6-2,185,3.0,,Guard,Inactive,N,1610610030,Olympians,INO,olympians,Indianapolis,HISTADD_cliff_barker,1949.0,1951.0,N,Y,Y,1949,5,,N
76099,Tom,Barker,Tom Barker,"Barker, Tom",T. Barker,tom-barker,1955-03-11 00:00:00,Hawaii,USA,Hawaii/USA,6-11,225,2.0,6,Center,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,HISTADD_tom_barker,1976.0,1978.0,N,Y,Y,1976,4,53,N
787,Charles,Barkley,Charles Barkley,"Barkley, Charles",C. Barkley,charles-barkley,1963-02-20 00:00:00,Auburn,USA,Auburn/USA,6-6,252,16.0,34,Forward,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,charles_barkley,1984.0,1999.0,N,Y,Y,1984,1,5,Y
2057,Erick,Barkley,Erick Barkley,"Barkley, Erick",E. Barkley,erick-barkley,1978-02-21 00:00:00,St. John's (NY),USA,St. John's (NY)/USA,6-1,185,3.0,1,Guard,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,erick_barkley,2000.0,2002.0,N,Y,Y,2000,1,28,N
76102,Don,Barksdale,Don Barksdale,"Barksdale, Don",D. Barksdale,don-barksdale,1923-03-31 00:00:00,UCLA,USA,UCLA/USA,6-6,200,4.0,17,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_don_barksdale,1951.0,1954.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
1631230,Dominick,Barlow,Dominick Barlow,"Barlow, Dominick",D. Barlow,dominick-barlow,2003-05-26 00:00:00,Overtime Elite,USA,Overtime Elite/USA,6-9,215,1.0,26,Forward,Active,N,1610612759,Spurs,SAS,spurs,San Antonio,dominick_barlow,2022.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
203084,Harrison,Barnes,Harrison Barnes,"Barnes, Harrison",H. Barnes,harrison-barnes,1992-05-30 00:00:00,North Carolina,USA,North Carolina/USA,6-8,225,11.0,40,Forward,Active,N,1610612758,Kings,SAC,kings,Sacramento,harrison_barnes,2012.0,2023.0,N,Y,Y,2012,1,7,N
76105,Jim,Barnes,Jim Barnes,"Barnes, Jim",J. Barnes,jim-barnes,1941-04-13 00:00:00,Texas-El Paso,USA,Texas-El Paso/USA,6-8,210,7.0,12,Center,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_jim_barnes,1964.0,1970.0,N,Y,Y,1964,1,1,N
76104,Marvin,Barnes,Marvin Barnes,"Barnes, Marvin",M. Barnes,marvin-barnes,1952-07-27 00:00:00,Providence,USA,Providence/USA,6-9,210,4.0,27,Forward,Inactive,N,1610612746,Clippers,SDC,clippers,San Diego,HISTADD_marvin_barnes,1976.0,1979.0,N,Y,Y,1974,1,2,N
2440,Matt,Barnes,Matt Barnes,"Barnes, Matt",M. Barnes,matt-barnes,1980-03-09 00:00:00,UCLA,USA,UCLA/USA,6-7,226,15.0,22,Forward,Inactive,N,1610612746,Clippers,LAC,clippers,Los Angeles,matt_barnes,2002.0,2016.0,N,Y,Y,2002,2,45,N
1630567,Scottie,Barnes,Scottie Barnes,"Barnes, Scottie",S. Barnes,scottie-barnes,2001-08-01 00:00:00,Florida State,USA,Florida State/USA,6-8,225,2.0,4,Forward,Active,N,1610612761,Raptors,TOR,raptors,Toronto,scottie_barnes,2021.0,2023.0,N,Y,Y,2021,1,4,N
76106,Jim,Barnett,Jim Barnett,"Barnett, Jim",J. Barnett,jim-barnett,1944-07-07 00:00:00,Oregon,USA,Oregon/USA,6-4,170,11.0,33,Guard,Inactive,N,1610612744,Warriors,GOS,warriors,Golden State,HISTADD_jim_barnett,1966.0,1976.0,N,Y,Y,1966,1,8,N
76108,John,Barnhill,John Barnhill,"Barnhill, John",J. Barnhill,john-barnhill,1938-03-20 00:00:00,Tennessee State,USA,Tennessee State/USA,6-1,180,7.0,11,Guard,Inactive,N,1610612737,Hawks,STL,hawks,St. Louis,HISTADD_rabbit_barnhill,1962.0,1968.0,N,Y,Y,1959,11,77,N
76109,Norton,Barnhill,Norton Barnhill,"Barnhill, Norton",N. Barnhill,norton-barnhill,1953-07-15 00:00:00,Washington State,USA,Washington State/USA,6-4,205,1.0,10,Guard,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,HISTADD_norton_barnhill,1976.0,1976.0,N,Y,Y,1976,8,134,N
76110,Leo,Barnhorst,Leo Barnhorst,"Barnhorst, Leo",L. Barnhorst,leo-barnhorst,1924-05-11 00:00:00,Notre Dame,USA,Notre Dame/USA,6-4,190,5.0,8-15,Forward,Inactive,N,1610610030,Olympians,INO,olympians,Indianapolis,HISTADD_barney_barnhorst,1949.0,1953.0,N,Y,Y,1949,2,,N
76111,John,Barr,John Barr,"Barr, John",J. Barr,john-barr,1918-08-18 00:00:00,Penn State,USA,Penn State/USA,6-3,205,1.0,,Forward,Inactive,N,1610610034,Bombers,BOM,bombers,St. Louis,HISTADD_john_barr,1946.0,1946.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
76112,Mike,Barr,Mike Barr,"Barr, Mike",M. Barr,mike-barr,1950-10-19 00:00:00,Duquesne,USA,Duquesne/USA,6-3,180,1.0,34,Guard,Inactive,N,1610612758,Kings,KCK,kings,Kansas City,HISTADD_mike_barr,1976.0,1976.0,N,Y,Y,1972,13,180,N
76114,Ernie,Barrett,Ernie Barrett,"Barrett, Ernie",E. Barrett,ernie-barrett,1929-08-27 00:00:00,Kansas State,USA,Kansas State/USA,,,2.0,,,Inactive,N,0,,,,,europelive,1953.0,2008.0,N,Y,Y,1951,1,7,N
1629628,RJ,Barrett,RJ Barrett,"Barrett, RJ",R. Barrett,rj-barrett,2000-06-14 00:00:00,Duke,Canada,Duke/Canada,6-6,214,4.0,9,Forward-Guard,Active,N,1610612752,Knicks,NYK,knicks,New York,rj_barrett,2019.0,2023.0,N,Y,Y,2019,1,3,N
2853,Earl,Barron,Earl Barron,"Barron, Earl",E. Barron,earl-barron,1981-08-14 00:00:00,Memphis,USA,Memphis/USA,7-0,250,9.0,30,Forward-Center,Inactive,N,1610612748,Heat,MIA,heat,Miami,earl_barron,2005.0,2014.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
344,Dana,Barros,Dana Barros,"Barros, Dana",D. Barros,dana-barros,1967-04-13 00:00:00,Boston College,USA,Boston College/USA,5-11,165,15.0,,Guard,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,dana_barros,1989.0,2003.0,N,Y,Y,1989,1,16,N
699,Brent,Barry,Brent Barry,"Barry, Brent",B. Barry,brent-barry,1971-12-31 00:00:00,Oregon State,USA,Oregon State/USA,6-7,210,15.0,17,Guard,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,brent_barry,1995.0,2008.0,N,Y,Y,1995,1,15,N
1003,Drew,Barry,Drew Barry,"Barry, Drew",D. Barry,drew-barry,1973-02-17 00:00:00,Georgia Tech,USA,Georgia Tech/USA,6-5,191,3.0,10,Guard,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,drew_barry,1997.0,1999.0,N,Y,Y,1996,2,57,N
468,Jon,Barry,Jon Barry,"Barry, Jon",J. Barry,jon-barry,1969-07-25 00:00:00,Georgia Tech,USA,Georgia Tech/USA,6-5,210,14.0,,Guard,Inactive,N,0,,,,,jon_barry,1992.0,2005.0,N,Y,Y,1992,1,21,N
600013,Rick,Barry,Rick Barry,"Barry, Rick",R. Barry,rick-barry,1944-03-28 00:00:00,Miami,USA,Miami/USA,6-7,205,10.0,24,Forward,Inactive,N,1610612744,Warriors,GOS,warriors,Golden State,HISTADD_rick_barry,1965.0,1979.0,N,Y,Y,1965,1,2,Y
76117,Ed,Bartels,Ed Bartels,"Bartels, Ed",E. Bartels,ed-bartels,1925-10-08 00:00:00,North Carolina State,USA,North Carolina State/USA,6-6,195,2.0,,Forward,Inactive,N,1610610036,Capitols,WAS,capitols,Washington,HISTADD_ed_bartels,1949.0,1950.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
76118,Vic,Bartolome,Vic Bartolome,"Bartolome, Vic",V. Bartolome,vic-bartolome,1948-09-29 00:00:00,Oregon State,USA,Oregon State/USA,7-0,230,1.0,20,Center,Inactive,N,1610612744,Warriors,GOS,warriors,Golden State,HISTADD_vic_bartolome,1971.0,1971.0,N,Y,Y,1970,6,87,N
203115,Will,Barton,Will Barton,"Barton, Will",W. Barton,will-barton,1991-01-06 00:00:00,Memphis,USA,Memphis/USA,6-5,181,11.0,1,Guard,Active,N,1610612761,Raptors,TOR,raptors,Toronto,will_barton,2012.0,2023.0,Y,Y,Y,2012,2,40,N
101188,Eddie,Basden,Eddie Basden,"Basden, Eddie",E. Basden,eddie-basden,1983-02-15 00:00:00,North Carolina-Charlotte,USA,North Carolina-Charlotte/USA,6-5,215,2.0,13,Guard,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,eddie_basden,2005.0,2005.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
101138,Brandon,Bass,Brandon Bass,"Bass, Brandon",B. Bass,brandon-bass,1985-04-30 00:00:00,Louisiana State,USA,Louisiana State/USA,6-8,250,13.0,30,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,brandon_bass,2005.0,2016.0,Y,Y,Y,2005,2,33,N
1628238,Paris,Bass,Paris Bass,"Bass, Paris",P. Bass,paris-bass,1995-08-29 00:00:00,Detroit Mercy,USA,Detroit Mercy/USA,6-8,200,2.0,,Forward,Inactive,N,0,,,,,paris_bass,2021.0,2021.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
76120,Tim,Bassett,Tim Bassett,"Bassett, Tim",T. Bassett,tim-bassett,1951-04-01 00:00:00,Georgia,USA,Georgia/USA,6-8,225,4.0,21,Forward,Inactive,N,1610612751,Nets,NJN,nets,New Jersey,HISTADD_tim_bassett,1976.0,1979.0,N,Y,Y,1973,7,106,N
1629646,Charles,Bassey,Charles Bassey,"Bassey, Charles",C. Bassey,charles-bassey,2000-10-28 00:00:00,Western Kentucky,Nigeria,Western Kentucky/Nigeria,6-9,230,2.0,28,Center-Forward,Active,N,1610612759,Spurs,SAS,spurs,San Antonio,charles_bassey,2021.0,2023.0,Y,Y,Y,2021,2,53,N
1766,Maceo,Baston,Maceo Baston,"Baston, Maceo",M. Baston,maceo-baston,1976-05-29 00:00:00,Michigan,USA,Michigan/USA,6-10,230,5.0,9,Forward,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,maceo_baston,2002.0,2008.0,N,Y,Y,1998,2,58,N
2370,Mengke,Bateer,Mengke Bateer,"Bateer, Mengke",M. Bateer,mengke-bateer,1975-11-20 00:00:00,Beijing,China,Beijing/China,6-11,290,4.0,,Center,Inactive,N,0,,,,,mengke_bateer,2001.0,2003.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
76121,Billyray,Bates,Billyray Bates,"Bates, Billyray",B. Bates,billyray-bates,1956-05-31 00:00:00,Kentucky State,USA,Kentucky State/USA,6-4,210,4.0,35,Guard,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,HISTADD_billy_ray_bates,1979.0,1982.0,N,Y,Y,1978,3,47,N
1499,Tony,Battie,Tony Battie,"Battie, Tony",T. Battie,tony-battie,1976-02-11 00:00:00,Texas Tech,USA,Texas Tech/USA,6-11,240,15.0,4,Center,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,tony_battie,1997.0,2011.0,N,Y,Y,1997,1,5,N
2203,Shane,Battier,Shane Battier,"Battier, Shane",S. Battier,shane-battier,1978-09-09 00:00:00,Duke,USA,Duke/USA,6-8,220,13.0,31,Forward,Inactive,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,shane_battier,2001.0,2013.0,N,Y,Y,2001,1,6,N
76124,Dave,Batton,Dave Batton,"Batton, Dave",D. Batton,dave-batton,1956-03-26 00:00:00,Notre Dame,USA,Notre Dame/USA,6-10,240,2.0,45,Center,Inactive,N,1610612764,Bullets,WAS,wizards,Washington,HISTADD_dave_batton,1982.0,1983.0,N,Y,Y,1978,3,62,N
201587,Nicolas,Batum,Nicolas Batum,"Batum, Nicolas",N. Batum,nicolas-batum,1988-12-14 00:00:00,Le Mans,France,Le Mans/France,6-8,230,15.0,33,Guard-Forward,Active,N,1610612746,Clippers,LAC,clippers,LA,nicolas_batum,2008.0,2023.0,N,Y,Y,2008,1,25,N
76125,Johnny,Baum,Johnny Baum,"Baum, Johnny",J. Baum,johnny-baum,1946-06-17 00:00:00,Temple,USA,Temple/USA,6-5,200,2.0,14,Forward,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,HISTADD_johnny_baum,1969.0,1970.0,N,Y,Y,1969,2,23,N
76126,Frankie,Baumholtz,Frankie Baumholtz,"Baumholtz, Frankie",F. Baumholtz,frankie-baumholtz,1918-10-07 00:00:00,Ohio,USA,Ohio/USA,5-10,170,1.0,,Guard,Inactive,N,1610610026,Rebels,CLR,rebels,Cleveland,HISTADD_frankie_baumholtz,1946.0,1946.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
2437,Lonny,Baxter,Lonny Baxter,"Baxter, Lonny",L. Baxter,lonny-baxter,1979-01-27 00:00:00,Maryland,USA,Maryland/USA,6-8,260,4.0,35,Forward,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,lonny_baxter,2002.0,2005.0,N,Y,Y,2002,2,43,N
76127,Elgin,Baylor,Elgin Baylor,"Baylor, Elgin",E. Baylor,elgin-baylor,1934-09-16 00:00:00,Seattle,USA,Seattle/USA,6-5,225,14.0,22,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_elgin_baylor,1958.0,1971.0,N,Y,Y,1958,1,1,Y
203382,Aron,Baynes,Aron Baynes,"Baynes, Aron",A. Baynes,aron-baynes,1986-12-09 00:00:00,Washington State,Australia,Washington State/Australia,6-10,260,10.0,46,Center-Forward,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,aron_baynes,2012.0,2020.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
76128,Sergei,Bazarevich,Sergei Bazarevich,"Bazarevich, Sergei",S. Bazarevich,sergei-bazarevich,1965-03-15 00:00:00,Tofas S.K.,Russia,Tofas S.K./Russia,6-2,168,1.0,5,Guard,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,HISTADD_sergei_bazarevich,1994.0,1994.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
203145,Kent,Bazemore,Kent Bazemore,"Bazemore, Kent",K. Bazemore,kent-bazemore,1989-07-01 00:00:00,Old Dominion,USA,Old Dominion/USA,6-4,195,11.0,9,Guard-Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,kent_bazemore,2012.0,2021.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N
1629647,Darius,Bazley,Darius Bazley,"Bazley, Darius",D. Bazley,darius-bazley,2000-06-12 00:00:00,Princeton HS (OH),USA,Princeton HS (OH)/USA,6-9,216,4.0,55,Forward,Active,N,1610612756,Suns,PHX,suns,Phoenix,darius_bazley,2019.0,2023.0,N,Y,Y,2019,1,23,N
76129,Ed,Beach,Ed Beach,"Beach, Ed",E. Beach,ed-beach,1929-01-25 00:00:00,West Virginia,USA,West Virginia/USA,6-3,200,1.0,,Forward,Inactive,N,1610612737,Blackhawks,TCB,hawks,Tri-Cities,HISTADD_ed_beach,1950.0,1950.0,N,Y,Y,1950,5,,N
203078,Bradley,Beal,Bradley Beal,"Beal, Bradley",B. Beal,bradley-beal,1993-06-28 00:00:00,Florida,USA,Florida/USA,6-4,207,11.0,3,Guard,Active,N,1610612756,Suns,PHX,suns,Phoenix,bradley_beal,2012.0,2023.0,N,Y,Y,2012,1,3,N
76130,Butch,Beard,Butch Beard,"Beard, Butch",B. Beard,butch-beard,1947-05-04 00:00:00,Louisville,USA,Louisville/USA,6-3,185,9.0,9,Guard,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_butch_beard,1969.0,1978.0,N,Y,Y,1969,1,10,N
76131,Ralph,Beard,Ralph Beard,"Beard, Ralph",R. Beard,ralph-beard,1927-12-02 00:00:00,Kentucky,USA,Kentucky/USA,5-10,175,2.0,,Guard,Inactive,N,1610610030,Olympians,INO,olympians,Indianapolis,HISTADD_ralph_beard,1949.0,1950.0,N,Y,Y,1949,2,,N
2602,Jerome,Beasley,Jerome Beasley,"Beasley, Jerome",J. Beasley,jerome-beasley,1980-05-17 00:00:00,North Dakota,USA,North Dakota/USA,6-9,237,2.0,24,Forward,Inactive,N,1610612748,Heat,MIA,heat,Miami,jerome_beasley,2003.0,2003.0,Y,Y,Y,2003,2,33,N
1627736,Malik,Beasley,Malik Beasley,"Beasley, Malik",M. Beasley,malik-beasley,1996-11-26 00:00:00,Florida State,USA,Florida State/USA,6-4,187,7.0,5,Guard,Active,N,1610612747,Lakers,LAL,lakers,Los Angeles,malik_beasley,2016.0,2023.0,Y,Y,Y,2016,1,19,N
76133,Zelmo,Beaty,Zelmo Beaty,"Beaty, Zelmo",Z. Beaty,zelmo-beaty,1939-10-25 00:00:00,Prairie View A&M,USA,Prairie View A&M/USA,6-9,225,8.0,31,Center,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,HISTADD_bigz_beaty,1962.0,1974.0,N,Y,Y,1962,1,3,N
201958,Rodrigue,Beaubois,Rodrigue Beaubois,"Beaubois, Rodrigue",R. Beaubois,rodrigue-beaubois,1988-02-24 00:00:00,Cholet,France,Cholet/France,6-2,185,5.0,3,Guard,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,rodrigue_beaubois,2009.0,2012.0,N,Y,Y,2009,1,25,N
1630699,MarJon,Beauchamp,MarJon Beauchamp,"Beauchamp, MarJon",M. Beauchamp,marjon-beauchamp,2000-10-12 00:00:00,NBA G League Ignite,USA,NBA G League Ignite/USA,6-7,199,1.0,0,Forward,Active,N,1610612749,Bucks,MIL,bucks,Milwaukee,marjon_beauchamp,2021.0,2023.0,Y,Y,Y,2022,1,24,N
76134,Byron,Beck,Byron Beck,"Beck, Byron",B. Beck,byron-beck,1945-01-25 00:00:00,Denver,USA,Denver/USA,6-9,225,1.0,40,Center,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,HISTADD_byron_beck,1976.0,1976.0,N,Y,Y,1967,2,15,N
1133,Corey,Beck,Corey Beck,"Beck, Corey",C. Beck,corey-beck,1971-05-27 00:00:00,Arkansas,USA,Arkansas/USA,6-3,200,3.0,15,Guard,Inactive,N,1610612766,Hornets,CHH,hornets,Charlotte,corey_beck,1995.0,1998.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
76136,Ernie,Beck,Ernie Beck,"Beck, Ernie",E. Beck,ernie-beck,1931-12-11 00:00:00,Pennsylvania,USA,Pennsylvania/USA,6-4,190,7.0,12,Guard,Inactive,N,1610612744,Warriors,PHW,warriors,Philadelphia,HISTADD_ernie_beck,1953.0,1960.0,N,Y,Y,1953,,,N
76137,Moe,Becker,Moe Becker,"Becker, Moe",M. Becker,moe-becker,1917-02-24 00:00:00,Duquesne,USA,Duquesne/USA,6-1,185,1.0,,Guard,Inactive,N,1610610028,Falcons,DEF,falcons,Detroit,HISTADD_moe_becker,1946.0,1946.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
76140,Ron,Behagen,Ron Behagen,"Behagen, Ron",R. Behagen,ron-behagen,1951-01-14 00:00:00,Minnesota,USA,Minnesota/USA,6-9,185,7.0,12,Forward,Inactive,N,1610612758,Kings,KCK,kings,Kansas City,HISTADD_ron_behagen,1973.0,1979.0,N,Y,Y,1973,1,7,N
76141,Elmer,Behnke,Elmer Behnke,"Behnke, Elmer",E. Behnke,elmer-behnke,1929-02-03 00:00:00,Bradley,USA,Bradley/USA,6-7,210,1.0,,Center,Inactive,N,1610612737,Hawks,MIH,hawks,Milwaukee,HISTADD_elmer_behnke,1951.0,1951.0,N,Y,Y,1951,4,37,N
76142,Dennis,Bell,Dennis Bell,"Bell, Dennis",D. Bell,dennis-bell,1951-06-02 00:00:00,Drake,USA,Drake/USA,6-5,185,3.0,46,Forward,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_dennis_bell,1973.0,1975.0,N,Y,Y,1973,5,83,N
1628395,Jordan,Bell,Jordan Bell,"Bell, Jordan",J. Bell,jordan-bell,1995-01-07 00:00:00,Oregon,USA,Oregon/USA,6-7,216,5.0,,Forward,Inactive,N,0,,,,,jordan_bell,2017.0,2021.0,Y,Y,Y,2017,2,38,N
1952,Raja,Bell,Raja Bell,"Bell, Raja",R. Bell,raja-bell,1976-09-19 00:00:00,Florida International,US Virgin Islands,Florida International/U.S. Virgin Islands,6-5,210,13.0,19,Guard,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,raja_bell,2000.0,2011.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
2559,Troy,Bell,Troy Bell,"Bell, Troy",T. Bell,troy-bell,1980-11-10 00:00:00,Boston College,USA,Boston College/USA,6-1,180,2.0,3,Guard,Inactive,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,troy_bell,2003.0,2003.0,Y,Y,Y,2003,1,16,N
76143,William,Bell,William Bell,"Bell, William",W. Bell,william-bell,1932-09-13 00:00:00,North Carolina State,USA,North Carolina State/USA,6-0,180,2.0,15,Guard,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_whitey_bell,1959.0,1960.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N
76144,Walt,Bellamy,Walt Bellamy,"Bellamy, Walt",W. Bellamy,walt-bellamy,1939-07-24 00:00:00,Indiana,USA,Indiana/USA,6-10,225,14.0,8,Center,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,HISTADD_walt_bellamy,1961.0,1974.0,N,Y,Y,1961,1,1,N
1627761,DeAndre',Bembry,DeAndre' Bembry,"Bembry, DeAndre'",D. Bembry,deandre-bembry,1994-07-04 00:00:00,St. Joseph's (PA),USA,St. Joseph's (PA)/USA,6-5,210,6.0,,Guard-Forward,Inactive,N,0,,,,,deandre'_bembry,2016.0,2021.0,Y,Y,Y,2016,1,21,N
76145,Irv,Bemoras,Irv Bemoras,"Bemoras, Irv",I. Bemoras,irv-bemoras,1930-11-18 00:00:00,Illinois,USA,Illinois/USA,6-3,185,2.0,26,Forward,Inactive,N,1610612737,Hawks,STL,hawks,St. Louis,HISTADD_irv_bemoras,1953.0,1956.0,N,Y,Y,1953,,,N
